paths,target
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/16-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/17-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/18-rotated2-rotated1-rotated2.jpg,no fracture
